SW837_C9_CDS2_gRNA_R1_DNA	SW837_C9_uninfected_R1_DNA
SW837_C9_CDS2_gRNA_R2_DNA	SW837_C9_uninfected_R2_DNA
SW837_C9_CDS2_gRNA_R3_DNA	SW837_C9_uninfected_R3_DNA
SW837_C9_safe_gRNA_R1_DNA	SW837_C9_uninfected_R1_DNA
SW837_C9_safe_gRNA_R2_DNA	SW837_C9_uninfected_R2_DNA
SW837_C9_safe_gRNA_R3_DNA	SW837_C9_uninfected_R3_DNA
